article_id,title,source_cjk_chars,markdown_body_cjk_similarity,passes_0_99,source_body_sha256,markdown_file_sha256
056,货币剪刀差背后的秘密,4988,1.00000000,true,c65954a70e8c078aca4f66387c19a36bb41660c3561361334fee6933d58ed041,c4dfd9e4aa3faf0e0a5348995fef62fcc889074a091452610c6e440945050acb
057,做空成本攀升 离岸人民币短线走强,2118,1.00000000,true,c5df160c25abbfd15fbbdd61ed6411493d396def702f7a20e91a5a69302597a0,39c30d3a242e5bc6841cd2f027765b70b51f3a5445452ddfdf7ac0ff3797d8ae
058,政策利率上调 货币政策趋紧,2791,1.00000000,true,4793563b2ea2dba4508dd1199e9289d5787704b1bd8b65aef6cbb5c5a8476800,f37311892ad82f5c1bbe5f124a12d9917a3b5b2c386195e5361d742b63ab5431
059,影子体系资金从“脱实向虚”到“脱虚向实”,4977,1.00000000,true,7a306694b4ee80680d7e0bc6f4103d902f714e1878405c9fbbbfae079e08a838,6494ba718a6386a2f4344927f7a1aeed610e4431df21a6e5a220429177657487
060,金融去杠杆对实体经济的冲击,4335,1.00000000,true,088bb5e854aa53690e0c517594c63293bf08f0a733e3e73b20d6acc3f26361b2,bae78324dc81614792481197f762b1d97a9e55ae4f2baad71dcb820d8e8c98e6
061,供应受限量跌价升 旺季需求有待检验,3309,1.00000000,true,0a5e50f1b3a24c87349620f8fe73ff7efb0e2e2ab7b573f099654139f425fbea,c4dc9dd49ba87af4dcad3ce3f7b7713a886762791dbfcc8bd5ccc0eb4883eea2
062,我对“将央行发行货币视为股权”这一理论的思考,1482,1.00000000,true,a0d822dd9d250272287282ebac414ced462886b9e4e47009beb23d23f7ca0464,5b8de715134ab2572ecaacc601f1396cade3730d5eb59bf7e788d040314051de
063,真正的汇率市场化是最安全的堤坝,2206,1.00000000,true,12f6913aff6455bc51b1f7a25ec24943decde7b184a12d276fc2cbb34bf30ba7,de68880e26151ae29702102b7db0e1f1f199488ee38f4e0e987921390387c63e
064,出台救济政策比刺激政策更为紧迫,2813,1.00000000,true,30a450f5e09508e851f78bd91940b87b84ca794f425d1b26064e30b9f3203585,ba07408b99b908671686ccb05d2ee808e19e5b57857355437fa599ff8c12e620
065,分析人民币汇率要避免的几个误区,1474,1.00000000,true,f7652863fc588a646042a9ac9a2239e62d3d4b279bdd83371c93afd1fc2351c2,47e9488c27a293200bdf1a8c73e2738e19c8155e9c1a5569ed13d45486c2f403
066,走向2035的中国经济,5445,1.00000000,true,e7a3b9beb97885867428144e0e38557e169445270637701e0a608e560184376a,4f1204b9a6532ded10d71a738d9136470935f1b69e6b89bcf817760b4dcb7922
067,当前金融市场调整或于7月前结束　短期波动背后的若干事实值得注意,4181,1.00000000,true,74f5b621651a2cd7d06eb957327b38c5964cea3310fca3cd2a2329927c02e466,207705f690127725a579f27925c53b54734099c1f2d166ec868a2a1f52b9652c
068,对近期经济金融形势的观察与研判,2185,1.00000000,true,7621fdf86ea01e6f534c1e5789ccde899414296170b0e5ba8c34e3cdb076c1b4,6bf3b9ad148822eda5070468ae9c7ebf6160b0d3a1b18f5ef2f1fa3800d3e5ce
069,事情正在起变化,1265,1.00000000,true,3ebabb75360edd27a83c22b5ee1108a5336f4db70c496ea537e1c104da917df8,a7e6c0fad4cd76cd628fa643a19c08fbd9adccf3b12ef7bab196905fe282aa53
070,资产重估理论概述之三：资产配置优化——实体经济与金融市场的共同调整,2502,1.00000000,true,0744aa0dd4d8020123a836126035d8d7f6626545aac32665e6ad50ca182abd41,9a947128b07e2d24057d3be9dfd0f40bb2d27bf10f3250089ce1a54e8cc9c599
071,向死而生,8114,1.00000000,true,4765b9c1f7a6141a39dea5dfe368227618aacd16f6194272f8f3d96cb65ba82a,9c95162a09d2d09eb203edafe6656c781a170d42ca67dad17a38bcd2c269eb4d
072,货币政策扩张与资产价格重估——资产重估理论之五,3084,1.00000000,true,0c03cb837c683018ff98b7b4da571bd52cc3b67c489e6264374770f5293b826f,46691075b6684386b416e2444aeb232cb31c02491494f9b553364c96cb07f4e3
073,影子银行和壳价值,199,1.00000000,true,f1939e789e2315f5664891812a33ce56850e22c4df2c06d2bd944f22e394186b,799877ef7187508813597477784c2d70f95ac9a288a822bb8c066ffe9584e141
074,关于近期货币市场利率飙升影响的看法,2215,1.00000000,true,4384674b7045c238f85e715c2fb135199ea9fc0a911774debe24d4ec23a26920,f036ce52360a972c3a761ada4f063a97556f47686eb536a8e6bf84c5c558d511
075,债务危机有多远？,8387,1.00000000,true,4a0838157679cada0efead833529344e25deea0fa0f2b1b7f2ef8fe114c6fa98,b44d956c5c9dcb2c2eb13b20282773ba74697ac997c832255c54651b1615be34
076,星星之火,6798,1.00000000,true,f4e2f50e75ff20b566a88c3b48e6d45ad0b107d600c2d97d14d6782438832c6e,afd87138e8f23c607017f1ed367cdc788343d6b3e6e6755519528e62fc14b26d
077,中国经济和资产价格,2155,1.00000000,true,97505d557432291854758ca99a85dd2fdd8b931d2d1e7cb2e4e37105aeef943f,410528e4d078c72025ae2a77a89a65d4ae318e66acbd9d3016a1dd4a7fbaf75c
078,牛市有多远,2893,1.00000000,true,199c1d496209e74fbf9fcba9632c8adc1d854167d7ed9c928708da026152ebba,fb05859834044f2e218f39ef4b2abed2bda79d2e3bd3e269c0dd116aeee174ad
079,见龙在田,13753,1.00000000,true,75a3197e9036dc932055a270162ba8f1930ef178a5dabea6f23e934c5ed15809,e382a44c71d42c1329d6a7cc241881797debda8613000ab15eae97bd95ad1349
080,资本市场向何处去,3511,1.00000000,true,d70aa5d7536cb7ce703dbb00716c48c329c3cc56641699a88d9284de9c2cb58a,b59701a09fa552ca63c4d391ef4b7b7019adc990fca5e91f01cd4402d0817a32
081,日乾夕惕,11406,1.00000000,true,7b943c4e7fe41c023947c4a9cea7b4620462a1088eb1c61af77d7905eb7aabcf,1e38c8cf20835f6a40344ecbcf7c152b0c02a9afc1a0af7a88abe71c03ade6de
082,关于股灾、杠杆与流动性的反思,3765,1.00000000,true,0e2e306da20d85fa894ab65fb3e68644734b813cfb755db188a3d941de493918,6e483d1fca3f8ade8e01b3c1572d0ee9ddf661c5d6eae8a87aeff22b36f9ec93
083,股市震荡之后值得深思的三个问题,3483,1.00000000,true,3db9de2b448b9904297e152c6cd67ab9f84a4b39940b35c49cf0f9c098b54b3f,86ba68b1ae0485706cf504d60195aab6caf7769f0587710e895979b12f16b671
084,关于股灾与资本市场制度建设的讨论（上）,13074,1.00000000,true,7b920f6cd9c2969a6cd0ff6d7eac78c38ed37dad25ba50fb8c41b2951ee4690c,ba1e39dd587ed77ccab96743b8957855a63962355e86c68f36310b0d39237ed8
085,守正待时,11391,1.00000000,true,89559e89826b9afe79f209f671888980a4c1fcdf2f0fb4ec7cf0c33fdbd34a31,93ed8c7f321548683719c1b7ecf20638fd28449457a046980cdb361df123e24c
086,商品价格和PPI环比显著走弱 流动性趋紧牵制估值水平,808,1.00000000,true,dbd5caae9b1b7276cc26b1da8fe5fc6e40c94d4624d9860cad68bb7ddc2b62aa,7c43c764dd0d9dbe0f0cc7bb9d54033d42283f7cc67be22fa730fc524ae860e7
087,中国影子银行体系的兴起和变迁,3726,1.00000000,true,cb465a7e61a19d38547a943fb3672d0ebd5964bae805873c607e3f065656b72a,0f1553cf635c54d65cf7a84c0d7fbe9073fbedcbc91763effa7313f0a8cd9d39
088,金融机构到了河那边 金融监管还在河里,4355,1.00000000,true,c3ed5b3cf0acbc6809c54e1189acf86196e2d6dbe624bf6f23cb102ca167aae7,14ee697e171caa76a0425a0b52b4864f098368b419018c975b2f19a4a3ff105c
089,经济动能维持韧性 市场风险偏好提升,3329,1.00000000,true,3892a95103d4bf319a560b3601f26228e187ee2dec44f865952f8599c0901ffc,caccbed94eec9a8412ab9a13482d8a2c8b2a3711bb9be1beaa376e89f1438d80
090,金融危机以后 中国企业资产负债率趋势下降,4042,1.00000000,true,fd7c824b80bd6867ab9108bb23807ff380f65bb00e758ab5ed7df5fcb0042553,344fac6a710bfb57a5933dcf6ef7ad20aa5f59dd89b468ec33766cd924034837
091,中国企业部门杠杆率之谜,2219,1.00000000,true,0947b90fa19455b70ff1010ab26946e1e69762a07293473048c95b3f9dad7ee6,7af451d7d525e36f03d64111fdc1e1db6b5ade79480ab96315f76d4c569018fb
092,去杠杆之争,6343,1.00000000,true,e4a3ec261b56d182d391790173322f2aad1fb67866093f9b631eb43769ba47b8,bff0d31ef55790f04ad0e9da295c4540884a1cf7a450564862c5f9d8825f494d
093,防范金融危机的三个重要问题——预警可行性、传导机制与政策干预,5203,1.00000000,true,baeb71dc5ce6e17297de532f96928207ed47be32e70138569bdff3741ce5b27f,f781aab588869aa94dad8d69b98bd448dceff8cabe6cb5e9923fec182941f68c
094,青山遮不住 毕竟东流去,5683,1.00000000,true,382f108b6d352d2d6b3902aad2022ed5f345a704b7c9debdc0d94e4ca7e45afd,abca51cce21d97a4171be44eb633bad1af6fc7dda22b691d79968f85f911b708
095,2020年末的信用债风波是一个重要转折点,1563,1.00000000,true,2407b24a242a0f45eeecb43839c8565f16c2a2a4bd3715c33793c503d22ce587,27e266f30ddfba95da393762e28ee2af79c5272c5136254f6d1fffc76e0e98f4
096,关于当前经济和市场形势的几点看法,2071,1.00000000,true,72cef07a28470259a574fa2b32e18f2c8cc3b8cc0b06d7256d7760992537e08e,a95fea06e191395b87f5b110a9321a07fcfa114cd949bf9042e1e09564975484
097,中国影子银行兴起及其风险,6554,1.00000000,true,2fbe3072d7bcf6e33fd7f366d96346d894262cb74560d85a90439c15b06d7048,ccedc199b2f9c13ff186bbc8f6c0ae028c5bca617dc183c3b0bc221b14488f31
098,关于股灾与资本市场制度建设的讨论（下）,7206,1.00000000,true,c879e5e580b5c003e963d8503027d808c09d678798b9af9c09fdaeb3ae3df9ce,59caf00b1bb9d2d15ddd0f28ef31fa25d3a7c21aff5fe2e94f36edc7b679f768
099,危机之下的结构调整与未来政策路径选择,4629,1.00000000,true,98590c86bf1c1f39d20ae2db876d40d2bae6b4d582eadc70b9381613447ba01d,6fd835e76875e4971ea357f1c09e12cfdac07f465f9c220401a9c9924b77749e
100,房地产复苏和调控,2732,1.00000000,true,2c5ec570584be5351aa2e0ac2fdaf3a5cb6dbf988c60e5c16fa791ef4bcbf6bc,359b71640b45eca5b6050e256929ed5721ee099850df5478d0d3037363fcb38b
101,中国房地产市场正在去泡沫化,3458,1.00000000,true,766926c54a8361e4b6e62284f1d4f01249b6262671c6bda467dda6a487fe9590,537ffba57beaf31cf71fae96372bb6efe198f14d0ef5d21d4a53856048ad045c
102,盈虚之有时,7412,1.00000000,true,314abb9f68a2018dbff21c2f1a0a72bfe1ca35c5d7dfd82eee253e1a612f103c,2158f5176ec43b2354e4a878ef11b6364fc070d8dde5dbf44f7d68b980ba7e85
103,房地产市场向何处去？,3953,1.00000000,true,60180ac24f0a0898959846067b3d6022cedad65642d1560e7b017bf7429a9ffd,81a182e04b407dbfebe4e607a164f78213a49a5bbae01e79656a02631e086299
104,守望春华,14213,1.00000000,true,e53cd473e355f9372fe060af4427b96580ce2f73bb6bb11b30f07e6a71339dd5,1848e43da847797221220d0613a468b0bccf019f7708115087db2e49045b5148
105,中国的城市化与房地产市场（二）,5066,1.00000000,true,3d83199c9a00c9e8369e599bca7b848ffe6ae0eadd7cf5b6479ae4e99812fdbd,ae44021b73c150ffca8eb42a53b8529712b2ac9aaf46d950a0c4e81090d4217a
106,中国的城市化与房地产市场（三）,3296,1.00000000,true,d123decb3ada5c034b48084a94716a40d2f985426fdc5409d46af287ffa3085d,7387d2e66b9148b8d88268774717b85b4f3315190b88d8ee65a70149c45bf2d9
107,站到拐点，我终于找到了房价上涨的主导性因素！,11755,1.00000000,true,2832147e1ae3ebc210e5d5a100f7d559bd8f2fb0cc7561afb781a54a1512994b,855b98a6e05b1403e363dce17f9841b6affcb2410e6ae46d398d03d8484a9098
108,房地产库存已明显低于长期合理水平,2592,1.00000000,true,c8fbd63c0dd9e86e414e90decf696892c4e3db96b5f98d4240a752ee33038f57,315dcca1de6e20cced7d4e5576fa100accc09415c741f27ed400a37bd193a4f3
109,地方政府和少数国企是当前杠杆问题的关键所在,3010,1.00000000,true,2fedc22d05ec32d78704c44a616fcd76dba4144d4f07ee89c53585d55ad6bdcf,a21d6255efb59efe2ed70d2d48b937ac756ab10bb793115b6c0f768adf40ebfc
110,从供需入手，因地制宜解决房地产问题,5448,1.00000000,true,b5d4f0febbb25e21a213228b365d9c602e54c2ddf83c5e799fcff5742019b8b5,97132df1db107f25ca61a5a5ad6f48b36b344cd8f4b68da4f692fd6063a31d4f
111,风物长宜放眼量,10633,1.00000000,true,63ddceb10a5b2424283e7e07bea8076859b4b52a21d86fc2e94c3adeb5f91a12,36c5b50cbcb8a551eb33026adab962447c81dd0deac78e6ec69ecde6b31739eb
112,沉舟侧畔千帆过,9407,1.00000000,true,8dcf9f90fc1a9428a37cd59f0740656b0fc7a488b28b2899922e14011645607f,ead261c813d94289b70801aedc9ba0823889abbe2c2758329b4fe7bf3534036f
113,2022年市场从何处来、向何处去？,2280,1.00000000,true,895aadf5af0cce0df93f149c3b64a6775e4e569e5edbf8df553f16f8dc50e6de,a8f05d5b000639a747dc17690ff4a3f1de3254659d4ca5c3147490d1d2a5f962
114,物转星移又一秋,10597,1.00000000,true,abcdd7befefdbe68dac9e1059530e64f266656cc6c9cb6e8822bdaed914fe396,e42705ad2780745cc53ba597e7231625eb9b9daf97428daacb05695f0723b8f5
115,宏观经济基本环境分析和对消费变化的思考,1985,1.00000000,true,ed1f7ccaa1a524f3695c0528424c42df3e86de35ecd444a868a1ff080643d004,dd2469160b0927a3b98c1f42c199d2b4ec7b8576f371709cbef6ff07792990bc
116,道是无晴却有晴,9130,1.00000000,true,e6ac76935eda1d91125e9b821fc99613d1abe3acaaffd163f5f1270484cb0fb9,a925b13a9a388e5dcaa01b0bfb725cf00e2f5e63c8e9ebb8168b51759bafcf34
117,关于当前房地产市场的几个问题,3725,1.00000000,true,a7894f4895a7d41f400fcaf3f5cab0a5ef6bdd47ad1eb13fee86464b3bf9adf3,e3f3893875e9b22973a34cc15c937f1205fa59e927a17bde4a2674d7f293932f
118,奋楫逐浪天地宽,11159,1.00000000,true,0a8e39c8f40a9323cfa4d36b429862e52eec3270d6e7199af10980494c5ae9be,5f7bab08bcfd9e800e172e321e25fc42f0665909ac9feca5fa0868d9a2ae5cc7
119,房地产市场正在经历三方面调整，供应侧措施更重要,1965,1.00000000,true,8a545da65fdbcd9bc21b9fc6dea4d45c0243c55f14e06da9240f89d2f788a40f,acd89dcbfb8ddd6ec4982bff3eb6587f0294f3f7221385fb2f9b4b1ea0577683
120,产业结构转型与消费驱动转型,4182,1.00000000,true,036633e7adc3ecdcdde957fe615f35fe93c7d1f36f3ef84e636bdb23cc2c45bf,49947d70122f8569637dad1a14ebaa866dcf446845affe8166df918033d7689b
121,关于促进房地产市场止跌回稳，加快建立房地产业务新模式的几点思考,3409,1.00000000,true,1ed04bffeb34b93c5512f2ce1e3be49450b6bd7cade72abebe41585dcb5ef6b6,c83db3099ffa788493fce6f87e356d634d10955adae478404ff36a019d7b7a05
122,产业升级：星星之火悄然孕育,1465,1.00000000,true,dfff869fdfa83ad911f50e3ba950650e0f065d44b133154bacbf9a09bfbebcc7,825415112a5dc08fd0f4b2055422b3b3a012ee4962c65f19b3d943ae00ab55fc
