article_id,title,image_sequence,source_xhtml,src,resolved_path,exists_in_epub,alt,figure_number,caption,source_note
018,经济数据背后的逻辑,7,OEBPS/text/article-018-analysis-2013-10-26-cf40-1458.xhtml,../images/d4g0su-007_9ca1c2065f-cf9bbad7-4995c258.jpg,OEBPS/images/d4g0su-007_9ca1c2065f-cf9bbad7-4995c258.jpg,true,图7 观察外需：中国出口额和出口量同比,,,
018,经济数据背后的逻辑,8,OEBPS/text/article-018-analysis-2013-10-26-cf40-1458.xhtml,../images/1w5osoz-008_66aa922454-fd7d7027-3a7f4111.jpg,OEBPS/images/1w5osoz-008_66aa922454-fd7d7027-3a7f4111.jpg,true,图8 观察汇率：人民币有效汇率指数,,,
018,经济数据背后的逻辑,9,OEBPS/text/article-018-analysis-2013-10-26-cf40-1458.xhtml,../images/1futo2w-009_f6dd72cec6-df127d5b-bb8d0992.jpg,OEBPS/images/1futo2w-009_f6dd72cec6-df127d5b-bb8d0992.jpg,true,图9总供应释放相关证据：核心CPI低位运行,,,
018,经济数据背后的逻辑,10,OEBPS/text/article-018-analysis-2013-10-26-cf40-1458.xhtml,../images/8s84of-010_50d19f3ae1-f829bc3f-5ae47b59.jpg,OEBPS/images/8s84of-010_50d19f3ae1-f829bc3f-5ae47b59.jpg,true,图10 城镇就业增速上升,,,
018,经济数据背后的逻辑,11,OEBPS/text/article-018-analysis-2013-10-26-cf40-1458.xhtml,../images/ayj3vn-011_c94ae652f9-66fc4506-96e4fedf.jpg,OEBPS/images/ayj3vn-011_c94ae652f9-66fc4506-96e4fedf.jpg,true,图11城镇单位平均工资指数,,,
018,经济数据背后的逻辑,12,OEBPS/text/article-018-analysis-2013-10-26-cf40-1458.xhtml,../images/10frizi-012_9dbfe5aff2-b12abb73-9465e17e.jpg,OEBPS/images/10frizi-012_9dbfe5aff2-b12abb73-9465e17e.jpg,true,图12 资本存量上升的原因,,,
018,经济数据背后的逻辑,13,OEBPS/text/article-018-analysis-2013-10-26-cf40-1458.xhtml,../images/vem0gn-013_5e31b442d4-e8348d44-ac147355.jpg,OEBPS/images/vem0gn-013_5e31b442d4-e8348d44-ac147355.jpg,true,图13贸易盈余占比（%）,,,
021,通胀趋势与风险分析,1,OEBPS/text/article-021-analysis-2009-09-29-cf40-203.xhtml,../images/16bnmzo-001_58a52cd6cb-3219606c-c7c2b35e.jpg,OEBPS/images/16bnmzo-001_58a52cd6cb-3219606c-c7c2b35e.jpg,true,文章图表,,,
021,通胀趋势与风险分析,2,OEBPS/text/article-021-analysis-2009-09-29-cf40-203.xhtml,../images/75s72h-002_c971984149-e4c64b18-46fe41fd.jpg,OEBPS/images/75s72h-002_c971984149-e4c64b18-46fe41fd.jpg,true,文章图表,,,
021,通胀趋势与风险分析,3,OEBPS/text/article-021-analysis-2009-09-29-cf40-203.xhtml,../images/ykg4yu-003_18150ec20b-84979417-82c21aa2.jpg,OEBPS/images/ykg4yu-003_18150ec20b-84979417-82c21aa2.jpg,true,文章图表,,,
021,通胀趋势与风险分析,4,OEBPS/text/article-021-analysis-2009-09-29-cf40-203.xhtml,../images/1i4devj-004_a7bfa0f918-f36a366f-b44973ff.jpg,OEBPS/images/1i4devj-004_a7bfa0f918-f36a366f-b44973ff.jpg,true,文章图表,,,
022,上升的地平线——刘易斯拐点与通胀裂口,1,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1k8kjmc-001_7a827a6523-6c1d1e38-0cc7c26b.jpg,OEBPS/images/1k8kjmc-001_7a827a6523-6c1d1e38-0cc7c26b.jpg,true,图 1：日本实际工资指数同比（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,2,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/14nukn0-002_c2e10ebad4-e9dbc231-e6a7e075.jpg,OEBPS/images/14nukn0-002_c2e10ebad4-e9dbc231-e6a7e075.jpg,true,图 2：日本的 PPI 和 CPI（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,3,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/17lro9s-003_897469eae2-f257813b-ee9effb8.jpg,OEBPS/images/17lro9s-003_897469eae2-f257813b-ee9effb8.jpg,true,图 3：日本 CPI 分类同比变化（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,4,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/y07oz2-004_53af56cb6b-e33f4d0b-9c530517.jpg,OEBPS/images/y07oz2-004_53af56cb6b-e33f4d0b-9c530517.jpg,true,图 4：日本 CPI 鲜菜和个人护理（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,5,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/mmh6gx-005_d8be2fe517-604fb45f-7f40079c.jpg,OEBPS/images/mmh6gx-005_d8be2fe517-604fb45f-7f40079c.jpg,true,图 5：CPI、PPI 和 CPI 食品的定基数（1993=100）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,6,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/16l98ie-006_63913fa3fa-3c14ce45-3814d073.jpg,OEBPS/images/16l98ie-006_63913fa3fa-3c14ce45-3814d073.jpg,true,图 6：中国三种粮食平均单位产量的成本趋势（1990=100）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,7,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/17rg3pn-007_0e8e0fd96d-e9f16a1a-af1350aa.jpg,OEBPS/images/17rg3pn-007_0e8e0fd96d-e9f16a1a-af1350aa.jpg,true,图 7：CPI 和 CPI 家庭服务及加工维修服务费同比变化（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,8,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/kd0cn3-008_eeb06836f5-f4f778a5-e072c291.jpg,OEBPS/images/kd0cn3-008_eeb06836f5-f4f778a5-e072c291.jpg,true,图 8：中国种粮单位劳动动力机会成本（元/日）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,9,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/aem5mn-009_6a1a291fa1-b832bd02-189865cb.jpg,OEBPS/images/aem5mn-009_6a1a291fa1-b832bd02-189865cb.jpg,true,图 9：中国不同劳动力密集农产品的累计涨幅（2000 年-2007 年）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,10,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/t944g8-010_ca70e64402-4a3c767f-744ee114.jpg,OEBPS/images/t944g8-010_ca70e64402-4a3c767f-744ee114.jpg,true,图 10：中国不同劳动力密集农产品的生产者价格潜在涨幅,,,
022,上升的地平线——刘易斯拐点与通胀裂口,11,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1v410d0-011_980b80dca4-c56f5b34-6e993a38.jpg,OEBPS/images/1v410d0-011_980b80dca4-c56f5b34-6e993a38.jpg,true,图 11：中国过去二十年的 CPI 和 PPI 的变化（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,12,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1q4lqff-012_1fc35f0ff1-a8638a87-ceeac482.jpg,OEBPS/images/1q4lqff-012_1fc35f0ff1-a8638a87-ceeac482.jpg,true,图 12：发电设备平均利用小时,,,
022,上升的地平线——刘易斯拐点与通胀裂口,13,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/gi3tia-013_7c79c3bd2c-e9bf60ec-49828f90.jpg,OEBPS/images/gi3tia-013_7c79c3bd2c-e9bf60ec-49828f90.jpg,true,图 13：中国过去十年的 CPI 和 PPI 的变化（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,14,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1k8269j-014_33c9cdfc5b-1758076e-0b7de042.jpg,OEBPS/images/1k8269j-014_33c9cdfc5b-1758076e-0b7de042.jpg,true,图 14：CPI 鲜菜的两年复合同比增长率（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,15,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1wj3sd2-015_e7f9af31cd-862075a0-4db7d297.jpg,OEBPS/images/1wj3sd2-015_e7f9af31cd-862075a0-4db7d297.jpg,true,图 15：CPI 粮食的两年复合同比增长率（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,16,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/a8fs40-016_24d3fc0f91-ed937380-ba420bff.jpg,OEBPS/images/a8fs40-016_24d3fc0f91-ed937380-ba420bff.jpg,true,图 16：韩国实际工资指数同比（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,17,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/18lmdp-017_f703db0301-f3f81961-70819d42.jpg,OEBPS/images/18lmdp-017_f703db0301-f3f81961-70819d42.jpg,true,图 17：韩国的 PPI 和 CPI（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,18,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/u6wrjo-018_5f601a67bf-f2b163a0-a449daee.jpg,OEBPS/images/u6wrjo-018_5f601a67bf-f2b163a0-a449daee.jpg,true,图 18：韩国的 CPI 食品和 CPI 非食品（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,19,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1s5qrkw-019_7b9f899d65-02ba6d04-46f49cdc.jpg,OEBPS/images/1s5qrkw-019_7b9f899d65-02ba6d04-46f49cdc.jpg,true,图 19：台湾实际工资指数同比（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,20,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1xxfepb-020_9b02381650-0eb14239-d777ffcc.jpg,OEBPS/images/1xxfepb-020_9b02381650-0eb14239-d777ffcc.jpg,true,图 20：台湾的 WPI 和分类 CPI（%）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,21,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1u7n4mh-021_c14b336cec-77f57a97-19e40947.jpg,OEBPS/images/1u7n4mh-021_c14b336cec-77f57a97-19e40947.jpg,true,图 21：日本各部门通胀和生产效率进步（1961 年-1992 年）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,22,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/8hajgk-022_d330f248f3-2f60bdc6-dccdec7d.jpg,OEBPS/images/8hajgk-022_d330f248f3-2f60bdc6-dccdec7d.jpg,true,图 22：美国各部门通胀和生产效率进步（1962 年-1991 年）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,23,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/13e6lts-023_0c9e0f5cb1-9897c469-1df2aee5.jpg,OEBPS/images/13e6lts-023_0c9e0f5cb1-9897c469-1df2aee5.jpg,true,图 23：中国不同劳动力密集农产品的累计涨幅（2000 年-2007 年）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,24,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1kj98nv-024_bbfd72cd55-c3830e35-35d05f40.jpg,OEBPS/images/1kj98nv-024_bbfd72cd55-c3830e35-35d05f40.jpg,true,公式,,,
022,上升的地平线——刘易斯拐点与通胀裂口,25,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1o5g2fk-025_9992c34f12-91d7a1d8-07e07d4b.jpg,OEBPS/images/1o5g2fk-025_9992c34f12-91d7a1d8-07e07d4b.jpg,true,公式,,,
022,上升的地平线——刘易斯拐点与通胀裂口,26,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1v7mqjx-026_41db0017a0-33090f3f-6b1aabee.jpg,OEBPS/images/1v7mqjx-026_41db0017a0-33090f3f-6b1aabee.jpg,true,公式,,,
022,上升的地平线——刘易斯拐点与通胀裂口,27,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1mmkohr-027_c09971d7bc-c2cb1233-a0a49c2b.jpg,OEBPS/images/1mmkohr-027_c09971d7bc-c2cb1233-a0a49c2b.jpg,true,公式,,,
022,上升的地平线——刘易斯拐点与通胀裂口,28,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/11mqv7y-028_608292ce9a-17003349-2c3d0b41.jpg,OEBPS/images/11mqv7y-028_608292ce9a-17003349-2c3d0b41.jpg,true,图 23：中国不同劳动力密集农产品的累计涨幅（2000 年-2007 年）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,29,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1h9pulf-029_24d5d7c064-26e40ff8-a0a49c2b.jpg,OEBPS/images/1h9pulf-029_24d5d7c064-26e40ff8-a0a49c2b.jpg,true,公式,,,
022,上升的地平线——刘易斯拐点与通胀裂口,30,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1wjiyxg-030_8b76143a42-2fe5b69b-63da71c5.jpg,OEBPS/images/1wjiyxg-030_8b76143a42-2fe5b69b-63da71c5.jpg,true,图 23：中国不同劳动力密集农产品的累计涨幅（2000 年-2007 年）,,,
022,上升的地平线——刘易斯拐点与通胀裂口,31,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/9tbpzc-031_18123c8e5e-0694639e-a0a49c2b.jpg,OEBPS/images/9tbpzc-031_18123c8e5e-0694639e-a0a49c2b.jpg,true,公式,,,
022,上升的地平线——刘易斯拐点与通胀裂口,32,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/1lf8lkx-032_0474ca039b-8ebf9c93-07e07d4b.jpg,OEBPS/images/1lf8lkx-032_0474ca039b-8ebf9c93-07e07d4b.jpg,true,公式,,,
022,上升的地平线——刘易斯拐点与通胀裂口,33,OEBPS/text/article-022-analysis-2010-09-02-cf40-435.xhtml,../images/8rz9su-033_7362730db1-ad1e78c2-0ccd6e78.jpg,OEBPS/images/8rz9su-033_7362730db1-ad1e78c2-0ccd6e78.jpg,true,图 24：中国不同劳动力密集农产品的生产者价格潜在涨幅,,,
026,潮水退去,1,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/33d35y-001_5748458e45-a674aef2-b95aa154.jpg,OEBPS/images/33d35y-001_5748458e45-a674aef2-b95aa154.jpg,true,图1：CPI 增速预测（%）,,,
026,潮水退去,2,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/7nynkd-002_3f2b847a04-55fd384e-92f2e691.jpg,OEBPS/images/7nynkd-002_3f2b847a04-55fd384e-92f2e691.jpg,true,图2：猪粮比,,,
026,潮水退去,3,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/grmvf7-003_1f0819b076-afc7a6d8-c7f36205.jpg,OEBPS/images/grmvf7-003_1f0819b076-afc7a6d8-c7f36205.jpg,true,图3：中美PPI 同比增速（%）,,,
026,潮水退去,4,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/12jredr-004_a0268ec444-febca383-f16200ba.jpg,OEBPS/images/12jredr-004_a0268ec444-febca383-f16200ba.jpg,true,图4：全球工业同比增速与中国规模以上工业同比增速,,,
026,潮水退去,5,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/jjtyda-005_0f88b62582-15a82bfd-df3cee74.jpg,OEBPS/images/jjtyda-005_0f88b62582-15a82bfd-df3cee74.jpg,true,图5：OECD 工业同比增速与中国规模以上工业同比增速（%）,,,
026,潮水退去,6,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/aczqsm-006_a37b7d3de2-d3025307-c18659ab.jpg,OEBPS/images/aczqsm-006_a37b7d3de2-d3025307-c18659ab.jpg,true,图6：全球工业指数季度环比增速（%，季调）,,,
026,潮水退去,7,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/xk5w7a-007_f1065958cf-8a896e11-5505e715.jpg,OEBPS/images/xk5w7a-007_f1065958cf-8a896e11-5505e715.jpg,true,图7：OECD 工业指数季度环比增速（%，季调）,,,
026,潮水退去,8,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/179k2nu-008_0bcda52ac7-b4fa3c65-c91d0079.jpg,OEBPS/images/179k2nu-008_0bcda52ac7-b4fa3c65-c91d0079.jpg,true,图8：中国不同劳动力密集农产品的累计涨幅（2000 年-2007 年）,,,
026,潮水退去,9,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/6fsxr5-009_19af0cd2b4-a47c58de-5e1d7539.jpg,OEBPS/images/6fsxr5-009_19af0cd2b4-a47c58de-5e1d7539.jpg,true,图9：中国不同劳动力密集农产品的累计涨幅（1990 年-2000 年）,,,
026,潮水退去,10,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/2rjq4v-010_b3b9ad744b-4e390883-a6f76d3f.jpg,OEBPS/images/2rjq4v-010_b3b9ad744b-4e390883-a6f76d3f.jpg,true,图10：城乡月度CPI 蔬菜价格增速差（%，农村-城市）,,,
026,潮水退去,11,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/1wzmd29-011_81e3863502-64830b4a-65aeaea4.jpg,OEBPS/images/1wzmd29-011_81e3863502-64830b4a-65aeaea4.jpg,true,图11：城乡社会消费品零售增速差（县-城市，%）,,,
026,潮水退去,12,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/da5k2z-012_2b0f4a9600-223cd4ab-c49b3322.jpg,OEBPS/images/da5k2z-012_2b0f4a9600-223cd4ab-c49b3322.jpg,true,图12：加权平均利率绝对值（%）,,,
026,潮水退去,13,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/js5lj8-013_5cafda6ea4-c4b60c3e-e5011f01.jpg,OEBPS/images/js5lj8-013_5cafda6ea4-c4b60c3e-e5011f01.jpg,true,图13：加权贷款利率较基准利率上浮（%）,,,
026,潮水退去,14,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/1lc4snu-014_93cc5afe7a-16961b16-43a0f141.jpg,OEBPS/images/1lc4snu-014_93cc5afe7a-16961b16-43a0f141.jpg,true,图14：第二产业名义增速与GDP 名义增速（%）,,,
026,潮水退去,15,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/1yn3v9q-015_2632f7c83b-54eec524-c27de1f5.jpg,OEBPS/images/1yn3v9q-015_2632f7c83b-54eec524-c27de1f5.jpg,true,图15：社会融资总量同比增速与贷款增速（%）,,,
026,潮水退去,16,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/gntx7f-016_b626ba95a6-dc1564f0-e02e2d84.jpg,OEBPS/images/gntx7f-016_b626ba95a6-dc1564f0-e02e2d84.jpg,true,图16：社会融资总量同比增速II（%）,,,
026,潮水退去,17,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/ag5an2-017_1fc477a91e-33842cd5-5ecf77b3.jpg,OEBPS/images/ag5an2-017_1fc477a91e-33842cd5-5ecf77b3.jpg,true,图17：贸易盈余占名义GDP 比例（季度，%）,,,
026,潮水退去,18,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/1irr7u7-018_ddbdfb5c60-69f50b99-2fdf434b.jpg,OEBPS/images/1irr7u7-018_ddbdfb5c60-69f50b99-2fdf434b.jpg,true,图18：名义和实际贸易盈余占比（%）,,,
026,潮水退去,19,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/y7aez6-019_15f5be658e-e1734623-a76e85fc.jpg,OEBPS/images/y7aez6-019_15f5be658e-e1734623-a76e85fc.jpg,true,图19：工业企业利润率（%）,,,
026,潮水退去,20,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/1b49mly-020_94913520bc-f79cf4df-868ee0c2.jpg,OEBPS/images/1b49mly-020_94913520bc-f79cf4df-868ee0c2.jpg,true,图20：工业企业下游利润率（%）,,,
026,潮水退去,21,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/jixu7g-021_dc422b8741-e66229d0-5873714e.jpg,OEBPS/images/jixu7g-021_dc422b8741-e66229d0-5873714e.jpg,true,图21：工业企业中游利润率（%）,,,
026,潮水退去,22,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/1oonzur-022_5e69a0c479-8cce1ce1-e1d4e2a5.jpg,OEBPS/images/1oonzur-022_5e69a0c479-8cce1ce1-e1d4e2a5.jpg,true,图22：工业企业上游利润率（%）,,,
026,潮水退去,23,OEBPS/text/article-026-analysis-2011-07-14-cf40-694.xhtml,../images/4xlz94-023_eb17e840c6-c31f564b-1086b25d.jpg,OEBPS/images/4xlz94-023_eb17e840c6-c31f564b-1086b25d.jpg,true,图23：工业企业上、中、下游增加值占比图,,,
027,货币与通胀长期关系的简要回顾,1,OEBPS/text/article-027-analysis-2011-08-19-cf40-740.xhtml,../images/1c46yup-001_a13973b527-fe83121c-eb7a7b54.jpg,OEBPS/images/1c46yup-001_a13973b527-fe83121c-eb7a7b54.jpg,true,图1：货币供应量增速与通货膨胀率,,,
027,货币与通胀长期关系的简要回顾,2,OEBPS/text/article-027-analysis-2011-08-19-cf40-740.xhtml,../images/1yu49cc-002_6174ee76f1-26bfbb72-43dfebd4.jpg,OEBPS/images/1yu49cc-002_6174ee76f1-26bfbb72-43dfebd4.jpg,true,图2：货币供应量增速与通货膨胀率,,,
027,货币与通胀长期关系的简要回顾,3,OEBPS/text/article-027-analysis-2011-08-19-cf40-740.xhtml,../images/11qas72-003_dcc1d551ed-1b28af25-b0ab8e75.jpg,OEBPS/images/11qas72-003_dcc1d551ed-1b28af25-b0ab8e75.jpg,true,图2：货币供应量增速与通货膨胀率,,,
027,货币与通胀长期关系的简要回顾,4,OEBPS/text/article-027-analysis-2011-08-19-cf40-740.xhtml,../images/omncgz-004_8dcd6fd217-da70a777-dfbefda2.jpg,OEBPS/images/omncgz-004_8dcd6fd217-da70a777-dfbefda2.jpg,true,公式,,,
027,货币与通胀长期关系的简要回顾,5,OEBPS/text/article-027-analysis-2011-08-19-cf40-740.xhtml,../images/h0fntu-005_0586d98173-05e5dedc-bb2e1be1.jpg,OEBPS/images/h0fntu-005_0586d98173-05e5dedc-bb2e1be1.jpg,true,图2：货币供应量增速与通货膨胀率,,,
027,货币与通胀长期关系的简要回顾,6,OEBPS/text/article-027-analysis-2011-08-19-cf40-740.xhtml,../images/euia46-006_923469a83e-b4e3a8b7-dfbefda2.jpg,OEBPS/images/euia46-006_923469a83e-b4e3a8b7-dfbefda2.jpg,true,公式,,,
032,总量扩张政策难解结构性失业问题,1,OEBPS/text/article-032-analysis-2014-04-20-cf40-1619.xhtml,../images/ifahrm-001_f458957b3f-05a9cc8f-115cfcb0.jpg,OEBPS/images/ifahrm-001_f458957b3f-05a9cc8f-115cfcb0.jpg,true,图1 经济增速与城镇就业增速,,,
032,总量扩张政策难解结构性失业问题,2,OEBPS/text/article-032-analysis-2014-04-20-cf40-1619.xhtml,../images/goz6xf-002_12ed1ab3c1-01f85a55-4862cdbb.jpg,OEBPS/images/goz6xf-002_12ed1ab3c1-01f85a55-4862cdbb.jpg,true,图2 经济增速与城镇就业增速散点图,,,
032,总量扩张政策难解结构性失业问题,3,OEBPS/text/article-032-analysis-2014-04-20-cf40-1619.xhtml,../images/lbihh3-003_0c7d074e75-b48bbc6c-b6a5010b.jpg,OEBPS/images/lbihh3-003_0c7d074e75-b48bbc6c-b6a5010b.jpg,true,图3 经济增速与城镇职工平均工资实际增速,,,
032,总量扩张政策难解结构性失业问题,4,OEBPS/text/article-032-analysis-2014-04-20-cf40-1619.xhtml,../images/arvvyd-004_d2425b9861-042622ca-dc52195d.jpg,OEBPS/images/arvvyd-004_d2425b9861-042622ca-dc52195d.jpg,true,图4 经济增速与城镇职工平均工资实际增速散点图,,,
032,总量扩张政策难解结构性失业问题,5,OEBPS/text/article-032-analysis-2014-04-20-cf40-1619.xhtml,../images/armwek-005_f9d5d84f18-1c7ee7a3-4215a569.jpg,OEBPS/images/armwek-005_f9d5d84f18-1c7ee7a3-4215a569.jpg,true,图5外出农民工月均工资名义增速,,,
